Year,Sex,Occupation category,Occupation sub-category,Value
2013,Male,Health and Social Services Managers and Directors,,0.35418704461523104
2013,Male,Health and Social Services Managers and Directors,,0.3220090754123551
2013,Male,Managers and Directors in Retail and Wholesale,,0.6233283094166596
2013,Male,Managers and Directors in Retail and Wholesale,,0.6233283094166596
2013,Male,Managers and Proprietors in Agriculture Related Services,,0.4689163435631202
2013,Male,Managers and Proprietors in Agriculture Related Services,,0.6325469588550984
2013,Male,Managers and Proprietors in Agriculture Related Services,,0.23561294436473776
2013,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.5940787519139503
2013,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.482296160252851
2013,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.6165849673202615
2013,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.58748357509082
2013,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.6718337918603549
2013,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.5166642928357784
2013,Male,Managers and Proprietors in Health and Care Services,,0.24513470291548775
2013,Male,Managers and Proprietors in Health and Care Services,,0.12811701880659393
2013,Male,Managers and Proprietors in Health and Care Services,,0.2873065015479876
2013,Male,Manager and Proprietors in Other Services,,0.6572301989192288
2013,Male,Manager and Proprietors in Other Services,,0.6191866414649122
2013,Male,Manager and Proprietors in Other Services,,0.9786432160804021
2013,Male,Manager and Proprietors in Other Services,,0.24058079859807235
2013,Male,Manager and Proprietors in Other Services,,0.6176836305899007
2013,Male,Manager and Proprietors in Other Services,,0.8217947011050459
2013,Male,Manager and Proprietors in Other Services,,0.7089391826050404
2013,Male,Natural and Social Science Professionals,,0.5675593690414283
2013,Male,Natural and Social Science Professionals,,0.7638894365364142
2013,Male,Natural and Social Science Professionals,,0.43333150729957
2013,Male,Natural and Social Science Professionals,,0.7500314136125654
2013,Male,Natural and Social Science Professionals,,0.5962844093321812
2013,Male,Engineering Professionals,,0.8770131403733574
2013,Male,Engineering Professionals,,0.8770131403733574
2013,Male,Information Technology and Telecommunications Professionals,,0.8677100084273128
2013,Male,Information Technology and Telecommunications Professionals,,0.8784399669809676
2013,Male,Information Technology and Telecommunications Professionals,,0.8487202551312454
2013,Male,Information Technology and Telecommunications Professionals,,0.7845307401957649
2013,Male,Information Technology and Telecommunications Professionals,,0.895593909106391
2013,Male,Conservation and Environment Professionals,,0.6006384602928589
2013,Male,Conservation and Environment Professionals,,0.5897771952817824
2013,Male,Conservation and Environment Professionals,,0.6049128010057703
2013,Male,Research and Development Managers,,0.6366287470772141
2013,Male,Research and Development Managers,,0.6366287470772141
2013,Male,Health Professionals,,0.3223817493173611
2013,Male,Health Professionals,,0.3223817493173611
2013,Male,Teaching and Educational Professionals,,0.2757458884924865
2013,Male,Teaching and Educational Professionals,,0.30246429132004393
2013,Male,Teaching and Educational Professionals,,0.2604421175101803
2013,Male,Media Professionals,,0.4123008532728683
2013,Male,Media Professionals,,0.32147212661589747
2013,Male,Media Professionals,,0.5235093074957693
2013,Male,Protective Service Occupations,,0.7925248759012601
2013,Male,Protective Service Occupations,,0.7925248759012601
2013,Male,Sports and Fitness Occupations,,0.6307666945649142
2013,Male,Sports and Fitness Occupations,,0.6307666945649142
2013,Male,"Sales, Marketing and Related Associate Professionals",,0.5911192739844425
2013,Male,"Sales, Marketing and Related Associate Professionals",,0.6478714766849766
2013,Male,"Sales, Marketing and Related Associate Professionals",,0.2358339608433735
2013,Male,Public Services and Other Associate Professionals,,0.3083045308128189
2013,Male,Public Services and Other Associate Professionals,,0.3083045308128189
2013,Male,Administrative Occupations: Office Managers and Supervisors,,0.2566745178684585
2013,Male,Administrative Occupations: Office Managers and Supervisors,,0.2566745178684585
2013,Male,Cleaning and Housekeeping Managers and Supervisors,,0.2505640555594726
2013,Male,Cleaning and Housekeeping Managers and Supervisors,,0.2505640555594726
2013,Male,Sales Related Occupations,,0.6484470601946274
2013,Male,Sales Related Occupations,,0.7190825047967905
2013,Male,Sales Related Occupations,,0.6130119005950297
2013,Female,Chief Executives and Senior Officials,,0.30961404208636684
2013,Female,Chief Executives and Senior Officials,,0.2734342962994386
2013,Female,Chief Executives and Senior Officials,,0.579024955249026
2013,Female,Production Managers and Directors,,0.08438068986445478
2013,Female,Production Managers and Directors,,0.09307894089395426
2013,Female,Production Managers and Directors,,0.056131486836098005
2013,Female,Production Managers and Directors,,0.18269497000461468
2013,Female,Functional Managers and Directors,,0.37563462041578777
2013,Female,Functional Managers and Directors,,0.39496670694815045
2013,Female,Functional Managers and Directors,,0.26520734338706065
2013,Female,Functional Managers and Directors,,0.26481745869875584
2013,Female,Functional Managers and Directors,,0.6509741155692919
2013,Female,Functional Managers and Directors,,0.6119539695117076
2013,Female,Functional Managers and Directors,,0.14821577295150234
2013,Female,Functional Managers and Directors,,0.33946502248389043
2013,Female,Financial Institution Managers and Directors,,0.3746235405751062
2013,Female,Financial Institution Managers and Directors,,0.3746235405751062
2013,Female,Managers and Directors in Transport and Logistics,,0.1287540852660415
2013,Female,Managers and Directors in Transport and Logistics,,0.11319227963122637
2013,Female,Managers and Directors in Transport and Logistics,,0.14021174356369887
2013,Female,Senior Officers in Protective Services,,0.15628894159263576
2013,Female,Senior Officers in Protective Services,,0.089076966239596
2013,Female,Senior Officers in Protective Services,,0.27502477700693756
2013,Female,Senior Officers in Protective Services,,0.13944670692318495
2013,Female,Health and Social Services Managers and Directors,,0.6604211627754889
2013,Female,Health and Social Services Managers and Directors,,0.6458129553847689
2013,Female,Health and Social Services Managers and Directors,,0.677990924587645
2013,Female,Managers and Directors in Retail and Wholesale,,0.37667169058334043
2013,Female,Managers and Directors in Retail and Wholesale,,0.37667169058334043
2013,Female,Managers and Proprietors in Agriculture Related Services,,0.5310836564368798
2013,Female,Managers and Proprietors in Agriculture Related Services,,0.3674530411449016
2013,Female,Managers and Proprietors in Agriculture Related Services,,0.7643870556352622
2013,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.4059212480860497
2013,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.5177038397471491
2013,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.3834150326797386
2013,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.4125164249091799
2013,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.3281662081396452
2013,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.48333570716422164
2013,Female,Managers and Proprietors in Health and Care Services,,0.7548652970845122
2013,Female,Managers and Proprietors in Health and Care Services,,0.8718829811934061
2013,Female,Managers and Proprietors in Health and Care Services,,0.7126934984520124
2013,Female,Manager and Proprietors in Other Services,,0.34276980108077115
2013,Female,Manager and Proprietors in Other Services,,0.3808133585350878
2013,Female,Manager and Proprietors in Other Services,,0.02135678391959799
2013,Female,Manager and Proprietors in Other Services,,0.7594192014019276
2013,Female,Manager and Proprietors in Other Services,,0.3823163694100993
2013,Female,Manager and Proprietors in Other Services,,0.17820529889495407
2013,Female,Manager and Proprietors in Other Services,,0.2910608173949596
2013,Female,Natural and Social Science Professionals,,0.43244063095857166
2013,Female,Natural and Social Science Professionals,,0.23611056346358583
2013,Female,Natural and Social Science Professionals,,0.5666684927004301
2013,Female,Natural and Social Science Professionals,,0.24996858638743455
2013,Female,Natural and Social Science Professionals,,0.4037155906678188
2013,Female,Engineering Professionals,,0.12298685962664255
2013,Female,Engineering Professionals,,0.12298685962664255
2013,Female,Information Technology and Telecommunications Professionals,,0.13228999157268714
2013,Female,Information Technology and Telecommunications Professionals,,0.12156003301903245
2013,Female,Information Technology and Telecommunications Professionals,,0.1512797448687546
2013,Female,Information Technology and Telecommunications Professionals,,0.21546925980423517
2013,Female,Information Technology and Telecommunications Professionals,,0.10440609089360903
2013,Female,Conservation and Environment Professionals,,0.39936153970714106
2013,Female,Conservation and Environment Professionals,,0.41022280471821754
2013,Female,Conservation and Environment Professionals,,0.3950871989942297
2013,Female,Research and Development Managers,,0.3633712529227859
2013,Female,Research and Development Managers,,0.3633712529227859
2013,Female,Health Professionals,,0.6776182506826389
2013,Female,Health Professionals,,0.6776182506826389
2013,Female,Teaching and Educational Professionals,,0.7242541115075135
2013,Female,Teaching and Educational Professionals,,0.6975357086799561
2013,Female,Teaching and Educational Professionals,,0.7395578824898197
2013,Female,Media Professionals,,0.5876991467271316
2013,Female,Media Professionals,,0.6785278733841026
2013,Female,Media Professionals,,0.4764906925042307
2013,Female,Protective Service Occupations,,0.20747512409873992
2013,Female,Protective Service Occupations,,0.20747512409873992
2013,Female,Sports and Fitness Occupations,,0.36923330543508587
2013,Female,Sports and Fitness Occupations,,0.36923330543508587
2013,Female,"Sales, Marketing and Related Associate Professionals",,0.40888072601555747
2013,Female,"Sales, Marketing and Related Associate Professionals",,0.3521285233150235
2013,Female,"Sales, Marketing and Related Associate Professionals",,0.7641660391566265
2013,Female,Public Services and Other Associate Professionals,,0.6916954691871812
2013,Female,Public Services and Other Associate Professionals,,0.6916954691871812
2013,Female,Administrative Occupations: Office Managers and Supervisors,,0.7433254821315415
2013,Female,Administrative Occupations: Office Managers and Supervisors,,0.7433254821315415
2013,Female,Cleaning and Housekeeping Managers and Supervisors,,0.7494359444405274
2013,Female,Cleaning and Housekeeping Managers and Supervisors,,0.7494359444405274
2013,Female,Sales Related Occupations,,0.35155293980537267
2013,Female,Sales Related Occupations,,0.28091749520320947
2013,Female,Sales Related Occupations,,0.38698809940497025
2014,Male,,,0.6215133609058313
2014,Female,,,0.3724972707593076
2014,Male,Chief Executives and Senior Officials,,0.7734607218683652
2014,Male,Chief Executives and Senior Officials,,0.8331141730032589
2014,Male,Production Managers and Directors,,0.9073197004784146
2014,Male,Production Managers and Directors,,0.8850708991298744
2014,Male,Production Managers and Directors,,0.9434925474841623
2014,Male,Production Managers and Directors,,0.8920863309352518
2014,Male,Functional Managers and Directors,,0.6249647132625856
2014,Male,Functional Managers and Directors,,0.658913711945671
2014,Male,Functional Managers and Directors,,0.670151115699686
2014,Male,Functional Managers and Directors,,0.6789290823625588
2014,Male,Functional Managers and Directors,,0.48167119504699124
2014,Male,Functional Managers and Directors,,0.3788771387641444
2014,Male,Functional Managers and Directors,,0.9053551434344475
2014,Male,Functional Managers and Directors,,0.5764688254684552
2014,Male,Financial Institution Managers and Directors,,0.649173538065233
2014,Male,Financial Institution Managers and Directors,,0.649173538065233
2014,Male,Managers and Directors in Transport and Logistics,,0.8469428033415946
2014,Male,Managers and Directors in Transport and Logistics,,0.8821025382900698
2014,Male,Managers and Directors in Transport and Logistics,,0.8181807486882662
2014,Male,Senior Officers in Protective Services,,0.813681547441184
2014,Male,Senior Officers in Protective Services,,0.8626842174312328
2014,Male,Senior Officers in Protective Services,,0.7155866683186718
2014,Male,Senior Officers in Protective Services,,0.8550491510277033
2014,Male,Health and Social Services Managers and Directors,,0.28664335999233753
2014,Male,Health and Social Services Managers and Directors,,0.32670836051106933
2014,Male,Health and Social Services Managers and Directors,,0.24669561391763423
2014,Male,Managers and Directors in Retail and Wholesale,,0.6438679174529081
2014,Male,Managers and Directors in Retail and Wholesale,,0.6438679174529081
2014,Male,Managers and Proprietors in Agriculture Related Services,,0.6330668404300644
2014,Male,Managers and Proprietors in Agriculture Related Services,,0.7868178420134563
2014,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.5679088058486219
2014,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.5414838664024908
2014,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.5524844695731226
2014,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.6310112457882991
2014,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.5987286217551318
2014,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.46740733457870415
2014,Male,Managers and Proprietors in Health and Care Services,,0.19186008542208174
2014,Male,Managers and Proprietors in Health and Care Services,,0.12959692499480574
2014,Male,Managers and Proprietors in Health and Care Services,,0.21277635275436668
2014,Male,Manager and Proprietors in Other Services,,0.6264507255055206
2014,Male,Manager and Proprietors in Other Services,,0.6185077211402519
2014,Male,Manager and Proprietors in Other Services,,0.9105830903790088
2014,Male,Manager and Proprietors in Other Services,,0.29428078218298104
2014,Male,Manager and Proprietors in Other Services,,0.6435236896800374
2014,Male,Manager and Proprietors in Other Services,,0.9065775482302901
2014,Male,Manager and Proprietors in Other Services,,0.613539342194625
2014,Male,Natural and Social Science Professionals,,0.5790541069139621
2014,Male,Natural and Social Science Professionals,,0.7299621603027175
2014,Male,Natural and Social Science Professionals,,0.5027006781264785
2014,Male,Natural and Social Science Professionals,,0.7349019303822002
2014,Male,Natural and Social Science Professionals,,0.5119325682949122
2014,Male,Engineering Professionals,,0.8994602682627051
2014,Male,Engineering Professionals,,0.8994602682627051
2014,Male,Information Technology and Telecommunications Professionals,,0.8359367867220693
2014,Male,Information Technology and Telecommunications Professionals,,0.8368419602765764
2014,Male,Information Technology and Telecommunications Professionals,,0.8563306202803161
2014,Male,Information Technology and Telecommunications Professionals,,0.706222412074612
2014,Male,Information Technology and Telecommunications Professionals,,0.8859276604752077
2014,Male,Conservation and Environment Professionals,,0.5872815469466409
2014,Male,Conservation and Environment Professionals,,0.629689421894219
2014,Male,Conservation and Environment Professionals,,0.5701173029652448
2014,Male,Research and Development Managers,,0.7226011951742023
2014,Male,Research and Development Managers,,0.7226011951742023
2014,Male,Health Professionals,,0.3850703753351206
2014,Male,Health Professionals,,0.3850703753351206
2014,Male,Teaching and Educational Professionals,,0.26682649897925753
2014,Male,Teaching and Educational Professionals,,0.2520788358519229
2014,Male,Teaching and Educational Professionals,,0.2736152005888848
2014,Male,Media Professionals,,0.44344930827999174
2014,Male,Media Professionals,,0.3304838204359307
2014,Male,Media Professionals,,0.5973416255106396
2014,Male,Protective Service Occupations,,0.7838440714672442
2014,Male,Protective Service Occupations,,0.7838440714672442
2014,Male,Sports and Fitness Occupations,,0.6381833811528027
2014,Male,Sports and Fitness Occupations,,0.6381833811528027
2014,Male,"Sales, Marketing and Related Associate Professionals",,0.6152685216811101
2014,Male,"Sales, Marketing and Related Associate Professionals",,0.6494474520963421
2014,Male,"Sales, Marketing and Related Associate Professionals",,0.3646907003292358
2014,Male,Public Services and Other Associate Professionals,,0.3992307397910368
2014,Male,Public Services and Other Associate Professionals,,0.3992307397910368
2014,Male,Administrative Occupations: Office Managers and Supervisors,,0.23202620764215887
2014,Male,Administrative Occupations: Office Managers and Supervisors,,0.23202620764215887
2014,Male,Cleaning and Housekeeping Managers and Supervisors,,0.29838872260905974
2014,Male,Cleaning and Housekeeping Managers and Supervisors,,0.29838872260905974
2014,Male,Sales Related Occupations,,0.5599347706383159
2014,Male,Sales Related Occupations,,0.4649678872299608
2014,Male,Sales Related Occupations,,0.6579173838209983
2014,Female,Chief Executives and Senior Officials,,0.15493630573248407
2014,Female,Chief Executives and Senior Officials,,0.16688582699674118
2014,Female,Production Managers and Directors,,0.09268029952158535
2014,Female,Production Managers and Directors,,0.11492910087012569
2014,Female,Production Managers and Directors,,0.05650745251583768
2014,Female,Production Managers and Directors,,0.1079136690647482
2014,Female,Functional Managers and Directors,,0.3750352867374144
2014,Female,Functional Managers and Directors,,0.341086288054329
2014,Female,Functional Managers and Directors,,0.329848884300314
2014,Female,Functional Managers and Directors,,0.3210709176374412
2014,Female,Functional Managers and Directors,,0.5183288049530088
2014,Female,Functional Managers and Directors,,0.6211228612358556
2014,Female,Functional Managers and Directors,,0.09464485656555256
2014,Female,Functional Managers and Directors,,0.4235311745315447
2014,Female,Financial Institution Managers and Directors,,0.35082646193476696
2014,Female,Financial Institution Managers and Directors,,0.35082646193476696
2014,Female,Managers and Directors in Transport and Logistics,,0.15305719665840542
2014,Female,Managers and Directors in Transport and Logistics,,0.11789746170993025
2014,Female,Managers and Directors in Transport and Logistics,,0.18181925131173385
2014,Female,Senior Officers in Protective Services,,0.1863184525588159
2014,Female,Senior Officers in Protective Services,,0.13731578256876723
2014,Female,Senior Officers in Protective Services,,0.2844133316813282
2014,Female,Senior Officers in Protective Services,,0.14495084897229668
2014,Female,Health and Social Services Managers and Directors,,0.7133566400076625
2014,Female,Health and Social Services Managers and Directors,,0.6732916394889307
2014,Female,Health and Social Services Managers and Directors,,0.7533043860823657
2014,Female,Managers and Directors in Retail and Wholesale,,0.356132082547092
2014,Female,Managers and Directors in Retail and Wholesale,,0.356132082547092
2014,Female,Managers and Proprietors in Agriculture Related Services,,0.1715245231949074
2014,Female,Managers and Proprietors in Agriculture Related Services,,0.21318215798654375
2014,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.43209119415137814
2014,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.4585161335975092
2014,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.4475155304268774
2014,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.36898875421170085
2014,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.40127137824486825
2014,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.5325926654212958
2014,Female,Managers and Proprietors in Health and Care Services,,0.8081399145779182
2014,Female,Managers and Proprietors in Health and Care Services,,0.8704030750051943
2014,Female,Managers and Proprietors in Health and Care Services,,0.7872236472456333
2014,Female,Manager and Proprietors in Other Services,,0.3735492744944794
2014,Female,Manager and Proprietors in Other Services,,0.3814922788597481
2014,Female,Manager and Proprietors in Other Services,,0.08941690962099125
2014,Female,Manager and Proprietors in Other Services,,0.705719217817019
2014,Female,Manager and Proprietors in Other Services,,0.3564763103199627
2014,Female,Manager and Proprietors in Other Services,,0.09342245176970985
2014,Female,Manager and Proprietors in Other Services,,0.386460657805375
2014,Female,Natural and Social Science Professionals,,0.42094589308603786
2014,Female,Natural and Social Science Professionals,,0.2700378396972824
2014,Female,Natural and Social Science Professionals,,0.49729932187352155
2014,Female,Natural and Social Science Professionals,,0.2650980696177998
2014,Female,Natural and Social Science Professionals,,0.4880674317050878
2014,Female,Engineering Professionals,,0.10053973173729493
2014,Female,Engineering Professionals,,0.10053973173729493
2014,Female,Information Technology and Telecommunications Professionals,,0.16406321327793078
2014,Female,Information Technology and Telecommunications Professionals,,0.1631580397234236
2014,Female,Information Technology and Telecommunications Professionals,,0.14366937971968383
2014,Female,Information Technology and Telecommunications Professionals,,0.293777587925388
2014,Female,Information Technology and Telecommunications Professionals,,0.1140723395247923
2014,Female,Conservation and Environment Professionals,,0.412718453053359
2014,Female,Conservation and Environment Professionals,,0.37031057810578105
2014,Female,Conservation and Environment Professionals,,0.4298826970347553
2014,Female,Research and Development Managers,,0.2773988048257977
2014,Female,Research and Development Managers,,0.2773988048257977
2014,Female,Health Professionals,,0.6149296246648793
2014,Female,Health Professionals,,0.6149296246648793
2014,Female,Teaching and Educational Professionals,,0.7331735010207425
2014,Female,Teaching and Educational Professionals,,0.7479211641480771
2014,Female,Teaching and Educational Professionals,,0.7263847994111152
2014,Female,Media Professionals,,0.5565506917200083
2014,Female,Media Professionals,,0.6695161795640693
2014,Female,Media Professionals,,0.4026583744893604
2014,Female,Protective Service Occupations,,0.2161559285327558
2014,Female,Protective Service Occupations,,0.2161559285327558
2014,Female,Sports and Fitness Occupations,,0.36181661884719724
2014,Female,Sports and Fitness Occupations,,0.36181661884719724
2014,Female,"Sales, Marketing and Related Associate Professionals",,0.3847314783188899
2014,Female,"Sales, Marketing and Related Associate Professionals",,0.35055254790365786
2014,Female,"Sales, Marketing and Related Associate Professionals",,0.6353092996707642
2014,Female,Public Services and Other Associate Professionals,,0.6007692602089633
2014,Female,Public Services and Other Associate Professionals,,0.6007692602089633
2014,Female,Administrative Occupations: Office Managers and Supervisors,,0.7679737923578411
2014,Female,Administrative Occupations: Office Managers and Supervisors,,0.7679737923578411
2014,Female,Cleaning and Housekeeping Managers and Supervisors,,0.7016112773909402
2014,Female,Cleaning and Housekeeping Managers and Supervisors,,0.7016112773909402
2014,Female,Sales Related Occupations,,0.44006522936168413
2014,Female,Sales Related Occupations,,0.5350321127700391
2014,Female,Sales Related Occupations,,0.3420826161790017
2015,Male,,,0.6185062267640988
2015,Female,,,0.37798031046867664
2015,Male,Chief Executives and Senior Officials,,0.7524910275783906
2015,Male,Chief Executives and Senior Officials,,0.7512463884969428
2015,Male,Chief Executives and Senior Officials,,0.7614928564486345
2015,Male,Production Managers and Directors,,0.9014788695331825
2015,Male,Production Managers and Directors,,0.8804281029051226
2015,Male,Production Managers and Directors,,0.9303157692060844
2015,Male,Production Managers and Directors,,0.9676482787225218
2015,Male,Functional Managers and Directors,,0.6574277143069105
2015,Male,Functional Managers and Directors,,0.6324978586456661
2015,Male,Functional Managers and Directors,,0.742972249782027
2015,Male,Functional Managers and Directors,,0.716964731556657
2015,Male,Functional Managers and Directors,,0.6038698328935796
2015,Male,Functional Managers and Directors,,0.43593384382448186
2015,Male,Functional Managers and Directors,,0.9142382356825285
2015,Male,Functional Managers and Directors,,0.607665956356378
2015,Male,Financial Institution Managers and Directors,,0.6008616650179622
2015,Male,Financial Institution Managers and Directors,,0.6008616650179622
2015,Male,Managers and Directors in Transport and Logistics,,0.8099723910750891
2015,Male,Managers and Directors in Transport and Logistics,,0.8386820710312366
2015,Male,Managers and Directors in Transport and Logistics,,0.7844348916353215
2015,Male,Senior Officers in Protective Services,,0.8259997190954874
2015,Male,Senior Officers in Protective Services,,0.775626796695899
2015,Male,Senior Officers in Protective Services,,0.8407600470825627
2015,Male,Senior Officers in Protective Services,,0.9415137614678899
2015,Male,Health and Social Services Managers and Directors,,0.3064766101909351
2015,Male,Health and Social Services Managers and Directors,,0.3512149155280339
2015,Male,Health and Social Services Managers and Directors,,0.23141639140622794
2015,Male,Managers and Directors in Retail and Wholesale,,0.6058946032623548
2015,Male,Managers and Directors in Retail and Wholesale,,0.6058946032623548
2015,Male,Managers and Proprietors in Agriculture Related Services,,0.7261865640110793
2015,Male,Managers and Proprietors in Agriculture Related Services,,0.8477659453518778
2015,Male,Managers and Proprietors in Agriculture Related Services,,0.5283379586802344
2015,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.565354200169101
2015,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.4228569242247432
2015,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.5706139605322125
2015,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.5772578779700911
2015,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.6527155677567468
2015,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.654178674351585
2015,Male,Managers and Proprietors in Health and Care Services,,0.2331537589627988
2015,Male,Managers and Proprietors in Health and Care Services,,0.15695206946229023
2015,Male,Managers and Proprietors in Health and Care Services,,0.2701945643122114
2015,Male,Manager and Proprietors in Other Services,,0.6166297688831329
2015,Male,Manager and Proprietors in Other Services,,0.5907336117569547
2015,Male,Manager and Proprietors in Other Services,,0.9593026961565428
2015,Male,Manager and Proprietors in Other Services,,0.4019468295146701
2015,Male,Manager and Proprietors in Other Services,,0.6239328650805176
2015,Male,Manager and Proprietors in Other Services,,0.7144962239823172
2015,Male,Manager and Proprietors in Other Services,,0.5978395960772891
2015,Male,Natural and Social Science Professionals,,0.5031995548445434
2015,Male,Natural and Social Science Professionals,,0.5478248936462193
2015,Male,Natural and Social Science Professionals,,0.43977347635884223
2015,Male,Natural and Social Science Professionals,,0.6807092387681642
2015,Male,Natural and Social Science Professionals,,0.4823396226415094
2015,Male,Engineering Professionals,,0.8231648736816546
2015,Male,Engineering Professionals,,0.8231648736816546
2015,Male,Information Technology and Telecommunications Professionals,,0.7711348220778569
2015,Male,Information Technology and Telecommunications Professionals,,0.7634982081695573
2015,Male,Information Technology and Telecommunications Professionals,,0.6683217101273499
2015,Male,Information Technology and Telecommunications Professionals,,0.7933275936289281
2015,Male,Information Technology and Telecommunications Professionals,,0.8146006157530147
2015,Male,Conservation and Environment Professionals,,0.614083352844767
2015,Male,Conservation and Environment Professionals,,0.6503964643182114
2015,Male,Conservation and Environment Professionals,,0.5985055484302683
2015,Male,Research and Development Managers,,0.5956624279705317
2015,Male,Research and Development Managers,,0.5956624279705317
2015,Male,Health Professionals,,0.4278746606543045
2015,Male,Health Professionals,,0.4278746606543045
2015,Male,Teaching and Educational Professionals,,0.3216117811921325
2015,Male,Teaching and Educational Professionals,,0.33295747571559287
2015,Male,Teaching and Educational Professionals,,0.3158076397524338
2015,Male,Media Professionals,,0.47694905970421764
2015,Male,Media Professionals,,0.3965130487115423
2015,Male,Media Professionals,,0.6114210799109729
2015,Male,Protective Service Occupations,,0.7637847329821299
2015,Male,Protective Service Occupations,,0.7637847329821299
2015,Male,Sports and Fitness Occupations,,0.6082354720024192
2015,Male,Sports and Fitness Occupations,,0.6082354720024192
2015,Male,"Sales, Marketing and Related Associate Professionals",,0.5944983482738596
2015,Male,"Sales, Marketing and Related Associate Professionals",,0.6449235569282907
2015,Male,"Sales, Marketing and Related Associate Professionals",,0.290124876544045
2015,Male,Public Services and Other Associate Professionals,,0.4273926585457333
2015,Male,Public Services and Other Associate Professionals,,0.4273926585457333
2015,Male,Administrative Occupations: Office Managers and Supervisors,,0.28465112616160027
2015,Male,Administrative Occupations: Office Managers and Supervisors,,0.28465112616160027
2015,Male,Cleaning and Housekeeping Managers and Supervisors,,0.27747458997458996
2015,Male,Cleaning and Housekeeping Managers and Supervisors,,0.27747458997458996
2015,Male,Sales Related Occupations,,0.5509620833230678
2015,Male,Sales Related Occupations,,0.5570051049347703
2015,Male,Sales Related Occupations,,0.545433100585016
2015,Female,Chief Executives and Senior Officials,,0.24750897242160938
2015,Female,Chief Executives and Senior Officials,,0.2487536115030572
2015,Female,Chief Executives and Senior Officials,,0.23850714355136554
2015,Female,Production Managers and Directors,,0.09852113046681754
2015,Female,Production Managers and Directors,,0.11957189709487738
2015,Female,Production Managers and Directors,,0.06968423079391567
2015,Female,Production Managers and Directors,,0.03235172127747823
2015,Female,Functional Managers and Directors,,0.3425722856930895
2015,Female,Functional Managers and Directors,,0.36750214135433384
2015,Female,Functional Managers and Directors,,0.25702775021797303
2015,Female,Functional Managers and Directors,,0.28303526844334304
2015,Female,Functional Managers and Directors,,0.3961301671064204
2015,Female,Functional Managers and Directors,,0.5640661561755181
2015,Female,Functional Managers and Directors,,0.0857617643174715
2015,Female,Functional Managers and Directors,,0.39233404364362207
2015,Female,Financial Institution Managers and Directors,,0.3991383349820378
2015,Female,Financial Institution Managers and Directors,,0.3991383349820378
2015,Female,Managers and Directors in Transport and Logistics,,0.19002760892491083
2015,Female,Managers and Directors in Transport and Logistics,,0.16131792896876337
2015,Female,Managers and Directors in Transport and Logistics,,0.2155651083646785
2015,Female,Senior Officers in Protective Services,,0.17400028090451253
2015,Female,Senior Officers in Protective Services,,0.22437320330410102
2015,Female,Senior Officers in Protective Services,,0.15923995291743737
2015,Female,Senior Officers in Protective Services,,0.058486238532110095
2015,Female,Health and Social Services Managers and Directors,,0.6935233898090649
2015,Female,Health and Social Services Managers and Directors,,0.648785084471966
2015,Female,Health and Social Services Managers and Directors,,0.7685836085937721
2015,Female,Managers and Directors in Retail and Wholesale,,0.3941053967376452
2015,Female,Managers and Directors in Retail and Wholesale,,0.3941053967376452
2015,Female,Managers and Proprietors in Agriculture Related Services,,0.2738134359889207
2015,Female,Managers and Proprietors in Agriculture Related Services,,0.15223405464812217
2015,Female,Managers and Proprietors in Agriculture Related Services,,0.47166204131976563
2015,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.43464579983089907
2015,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.5771430757752568
2015,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.42938603946778753
2015,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.4227421220299089
2015,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.3472844322432532
2015,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.345821325648415
